Linkage Group	BasePair	Population	Read_Depth	Allele_Freq	Heterozygosity	Fis
groupIII	1116163	4	21	1	0	0
groupIII	1116168	4	21	1	0	0
groupIII	1116178	4	21	1	0	0
groupIII	1116117	4	20	1	0	0
groupIII	1116122	4	20	1	0	0
groupIII	1116167	4	20	1	0	0
groupIII	1126644	4	18	1	0	0
groupIII	1126652	4	18	1	0	0
groupIII	1126673	4	18	1	0	0
groupIII	1126699	4	15	0.766667	0.333333	0.099378882
groupIII	1199657	4	21	1	0	0
groupIII	1199658	4	21	1	0	0
groupIII	1199675	4	21	1	0	0
groupIII	1199684	4	21	1	0	0
groupIII	1199714	4	21	1	0	0
groupIII	1199732	4	21	1	0	0
groupIII	1212134	4	21	1	0	0
groupIII	1212138	4	21	1	0	0
groupIII	1212140	4	21	1	0	0
groupIII	1212144	4	21	1	0	0
groupIII	1212147	4	21	1	0	0
groupIII	1212173	4	21	1	0	0
groupIII	1212175	4	21	1	0	0
groupIII	1212126	4	21	1	0	0
groupIII	1212141	4	21	1	0	0
groupIII	1212187	4	21	1	0	0
groupIII	1212188	4	21	1	0	0
groupIII	1212191	4	21	1	0	0
groupIII	1241369	4	21	1	0	0
groupIII	1241380	4	21	1	0	0
groupIII	1241389	4	21	1	0	0
groupIII	1241411	4	21	1	0	0
groupIII	1242983	4	21	1	0	0
groupIII	1242991	4	21	1	0	0
groupIII	1243037	4	21	1	0	0
groupIII	1243048	4	21	1	0	0
groupIII	1243001	4	21	1	0	0
groupIII	1243012	4	21	1	0	0
groupIII	1243026	4	21	1	0	0
groupIII	1243043	4	21	1	0	0
groupIII	1308826	4	21	1	0	0
groupIII	1308860	4	21	1	0	0
groupIII	1308881	4	21	1	0	0
groupIII	1308901	4	21	1	0	0
groupIII	1308825	4	21	1	0	0
groupIII	1308828	4	21	0.714286	0.47619	-0.138888889
groupIII	1308859	4	21	1	0	0
groupIII	1308870	4	21	1	0	0
groupIII	1321273	4	21	1	0	0
groupIII	1321309	4	21	1	0	0
groupIII	1321317	4	21	1	0	0
groupIII	1321318	4	21	1	0	0
groupIII	1321329	4	21	1	0	0
groupIII	1321331	4	21	1	0	0
groupIII	1321342	4	21	1	0	0
groupIII	1321283	4	21	1	0	0
groupIII	1321284	4	21	1	0	0
groupIII	1321287	4	21	1	0	0
groupIII	1321304	4	21	1	0	0
groupIII	1321327	4	21	1	0	0
groupIII	1321340	4	21	1	0	0
groupIII	1321342	4	21	1	0	0
groupIII	1321344	4	21	1	0	0
groupIII	1321354	4	21	1	0	0
groupIII	1327904	4	21	1	0	0
groupIII	1327955	4	21	1	0	0
groupIII	1327899	4	21	1	0	0
groupIII	1327901	4	21	0.97619	0.047619	0
groupIII	1327904	4	21	1	0	0
groupIII	1327920	4	21	1	0	0
groupIII	1327921	4	21	1	0	0
groupIII	1327928	4	21	1	0	0
groupIII	1335594	4	18	1	0	0
groupIII	1335595	4	17	1	0	0
groupIII	1335596	4	18	1	0	0
groupIII	1335607	4	18	1	0	0
groupIII	1335621	4	18	1	0	0
groupIII	1335754	4	21	1	0	0
groupIII	1335804	4	21	1	0	0
groupIII	1335805	4	21	1	0	0
groupIII	1380930	4	21	1	0	0
groupIII	1380937	4	21	1	0	0
groupIII	1380969	4	21	1	0	0
groupIII	1380973	4	21	1	0	0
groupIII	1380983	4	21	1	0	0
groupIII	1381001	4	21	0.666667	0.285714	0.37244898
groupIII	1381004	4	21	1	0	0
groupIII	1399847	4	21	1	0	0
groupIII	1399863	4	11	1	0	0
groupIII	1399876	4	21	0.642857	0.333333	0.291358025
groupIII	1399879	4	21	1	0	0
groupIII	1399881	4	21	1	0	0
groupIII	1399882	4	21	1	0	0
groupIII	1399902	4	21	1	0	0
groupIII	1447641	4	21	1	0	0
groupIII	1447655	4	21	1	0	0
groupIII	1447659	4	21	1	0	0
groupIII	1447681	4	21	1	0	0
groupIII	1447687	4	21	1	0	0
groupIII	1447697	4	21	1	0	0
groupIII	1447704	4	21	1	0	0
groupIII	1447709	4	21	0.928571	0.142857	-0.051282051
groupIII	1447639	4	21	1	0	0
groupIII	1468393	4	21	1	0	0
groupIII	1468398	4	21	0.952381	0.0952381	-0.025
groupIII	1468428	4	21	0.809524	0.285714	0.095588235
groupIII	1468441	4	21	1	0	0
groupIII	1468446	4	21	0.809524	0.285714	0.095588235
groupIII	1468468	4	21	1	0	0
groupIII	1468472	4	21	1	0	0
groupIII	1477598	4	21	1	0	0
groupIII	1477610	4	21	1	0	0
groupIII	1477629	4	21	1	0	0
groupIII	1477630	4	21	1	0	0
groupIII	1477646	4	21	0.928571	0.142857	-0.051282051
groupIII	1477648	4	21	1	0	0
groupIII	1477660	4	21	1	0	0
groupIII	1477665	4	21	1	0	0
groupIII	1491892	4	20	1	0	0
groupIII	1491919	4	20	1	0	0
groupIII	1491937	4	20	1	0	0
groupIII	1491970	4	20	1	0	0
groupIII	1491972	4	20	1	0	0
groupIII	1492318	4	21	1	0	0
groupIII	1492351	4	21	1	0	0
groupIII	1492375	4	21	1	0	0
groupIII	1492391	4	21	1	0	0
groupIII	1492393	4	21	1	0	0
groupIII	1492394	4	21	1	0	0
groupIII	1498847	4	21	1	0	0
groupIII	1562768	4	21	1	0	0
groupIII	1562799	4	21	1	0	0
groupIII	1562809	4	21	1	0	0
groupIII	1562832	4	21	1	0	0
groupIII	1562843	4	21	1	0	0
groupIII	1562773	4	21	1	0	0
groupIII	1562779	4	21	1	0	0
groupIII	1562793	4	21	1	0	0
groupIII	1562794	4	21	1	0	0
groupIII	1562815	4	21	1	0	0
groupIII	1562826	4	21	1	0	0
groupIII	1562829	4	21	1	0	0
groupIII	1562830	4	21	1	0	0
groupIII	1571521	4	21	1	0	0
groupIII	1571528	4	21	1	0	0
groupIII	1571545	4	21	1	0	0
groupIII	1571546	4	21	1	0	0
groupIII	1571547	4	21	1	0	0
groupIII	1571488	4	21	1	0	0
groupIII	1571519	4	21	1	0	0
groupIII	1571525	4	21	1	0	0
groupIII	1571534	4	21	1	0	0
groupIII	1571559	4	21	1	0	0
groupIII	1585524	4	20	1	0	0
groupIII	1585539	4	19	0.868421	0.263158	-0.121212121
groupIII	1585568	4	20	1	0	0
groupIII	1585574	4	20	1	0	0
groupIII	1626411	4	21	1	0	0
groupIII	1626351	4	21	0.5	0.52381	-0.022675737
groupIII	1626399	4	21	1	0	0
groupIII	1626400	4	21	1	0	0
groupIII	1626420	4	21	1	0	0
groupIII	1626422	4	21	1	0	0
groupIII	1626430	4	21	1	0	0
groupIII	1653094	4	20	1	0	0
groupIII	1653117	4	20	1	0	0
groupIII	1653127	4	20	1	0	0
groupIII	1653142	4	20	1	0	0
groupIII	1653144	4	18	0.75	0.277778	0.279835391
groupIII	1653173	4	21	1	0	0
groupIII	1675907	4	21	1	0	0
groupIII	1675913	4	21	1	0	0
groupIII	1675942	4	21	1	0	0
groupIII	1675963	4	21	1	0	0
groupIII	1675971	4	21	1	0	0
groupIII	1675896	4	21	1	0	0
groupIII	1675930	4	21	1	0	0
groupIII	1675939	4	21	1	0	0
groupIII	1675941	4	21	1	0	0
groupIII	1675947	4	21	1	0	0
groupIII	1675958	4	21	1	0	0
groupIII	1694818	4	20	1	0	0
groupIII	1694839	4	20	1	0	0
groupIII	1715322	4	20	1	0	0
groupIII	1715337	4	21	1	0	0
groupIII	1715360	4	21	1	0	0
groupIII	1715356	4	21	1	0	0
groupIII	1731825	4	21	1	0	0
groupIII	1731844	4	9	1	0	0
groupIII	1731854	4	21	1	0	0
groupIII	1731855	4	21	1	0	0
groupIII	1731871	4	21	1	0	0
groupIII	1731872	4	21	1	0	0
groupIII	1731882	4	21	1	0	0
groupIII	1731885	4	21	1	0	0
groupIII	1731887	4	21	1	0	0
groupIII	1731907	4	21	1	0	0
groupIII	1734357	4	21	1	0	0
groupIII	1734401	4	21	1	0	0
groupIII	1734406	4	21	1	0	0
groupIII	1734430	4	21	1	0	0
groupIII	1734363	4	21	1	0	0
groupIII	1734369	4	21	1	0	0
groupIII	1734376	4	21	1	0	0
groupIII	1744528	4	21	1	0	0
groupIII	1744530	4	21	1	0	0
groupIII	1744544	4	21	1	0	0
groupIII	1744545	4	21	1	0	0
groupIII	1744547	4	21	1	0	0
groupIII	1744555	4	21	1	0	0
groupIII	1744571	4	21	1	0	0
groupIII	1744573	4	21	1	0	0
groupIII	1744589	4	21	1	0	0
groupIII	1744593	4	21	1	0	0
groupIII	1744517	4	21	1	0	0
groupIII	1744535	4	21	1	0	0
groupIII	1744538	4	21	1	0	0
groupIII	1744540	4	21	1	0	0
groupIII	1744574	4	21	1	0	0
groupIII	1744586	4	21	1	0	0
groupIII	1744601	4	21	1	0	0
groupIII	1749499	4	21	1	0	0
groupIII	1749512	4	21	1	0	0
groupIII	1749516	4	21	1	0	0
groupIII	1749544	4	21	1	0	0
groupIII	1749549	4	21	1	0	0
groupIII	1749560	4	21	1	0	0
groupIII	1749509	4	21	1	0	0
groupIII	1749510	4	21	1	0	0
groupIII	1749549	4	21	1	0	0
groupIII	1749570	4	21	1	0	0
groupIII	1751038	4	20	1	0	0
groupIII	1751049	4	20	1	0	0
groupIII	1751050	4	20	1	0	0
groupIII	1751058	4	20	1	0	0
groupIII	1751067	4	20	1	0	0
groupIII	1751075	4	20	1	0	0
groupIII	1751086	4	20	1	0	0
groupIII	1751109	4	20	1	0	0
groupIII	1751110	4	20	1	0	0
groupIII	1751116	4	20	1	0	0
groupIII	1795965	4	21	1	0	0
groupIII	1795994	4	21	1	0	0
groupIII	1795999	4	21	1	0	0
groupIII	1796036	4	21	0.97619	0.047619	0
groupIII	1796041	4	21	1	0	0
groupIII	1796028	4	21	1	0	0
groupIII	1796051	4	21	1	0	0
groupIII	1878156	4	20	1	0	0
groupIII	1878172	4	20	1	0	0
groupIII	1878233	4	20	1	0	0
groupIII	1891001	4	21	1	0	0
groupIII	1891020	4	21	1	0	0
groupIII	1891026	4	21	1	0	0
groupIII	1891033	4	21	1	0	0
groupIII	1891034	4	21	1	0	0
groupIII	1891038	4	21	1	0	0
groupIII	1890983	4	21	1	0	0
groupIII	1890997	4	21	1	0	0
groupIII	1891018	4	21	1	0	0
groupIII	1913906	4	20	1	0	0
groupIII	1913983	4	20	1	0	0
groupIII	1913932	4	20	1	0	0
groupIII	1913946	4	20	1	0	0
groupIII	1913976	4	19	0.947368	0.105263	-0.027777778
groupIII	1953105	4	18	1	0	0
groupIII	1953126	4	18	1	0	0
groupIII	1953261	4	20	1	0	0
groupIII	1953262	4	20	1	0	0
groupIII	1953264	4	20	1	0	0
groupIII	1953306	4	19	0.763158	0.368421	0.007662835
groupIII	1953309	4	20	1	0	0
groupIII	1974291	4	21	1	0	0
groupIII	1974296	4	21	1	0	0
groupIII	1974306	4	21	0.952381	0.0952381	-0.025
groupIII	1974307	4	21	1	0	0
groupIII	1974326	4	21	1	0	0
groupIII	1974336	4	21	1	0	0
groupIII	1974350	4	21	1	0	0
groupIII	1974355	4	21	1	0	0
groupIII	1974362	4	21	1	0	0
groupIII	1974289	4	21	1	0	0
groupIII	1974297	4	21	1	0	0
groupIII	1974301	4	21	1	0	0
groupIII	1974322	4	21	1	0	0
groupIII	1974334	4	21	0.952381	0.0952381	-0.025
groupIII	1974349	4	21	1	0	0
groupIII	1974359	4	21	0.952381	0.0952381	-0.025
groupIII	2003332	4	21	1	0	0
groupIII	2003354	4	21	1	0	0
groupIII	2003396	4	21	1	0	0
groupIII	2030896	4	21	1	0	0
groupIII	2030901	4	21	1	0	0
groupIII	2030929	4	21	1	0	0
groupIII	2030932	4	21	1	0	0
groupIII	2030933	4	21	1	0	0
groupIII	2030937	4	21	1	0	0
groupIII	2030938	4	21	0.880952	0.238095	-0.108108108
groupIII	2030943	4	21	1	0	0
groupIII	2030956	4	21	1	0	0
groupIII	2030907	4	21	1	0	0
groupIII	2030941	4	21	1	0	0
groupIII	2030942	4	21	1	0	0
groupIII	2035101	4	21	1	0	0
groupIII	2035113	4	21	1	0	0
groupIII	2035142	4	21	1	0	0
groupIII	2035105	4	21	1	0	0
groupIII	2035120	4	21	0.952381	0.0952381	-0.025
groupIII	2035125	4	21	1	0	0
groupIII	2035131	4	21	1	0	0
groupIII	2035134	4	21	0.952381	0.0952381	-0.025
groupIII	2035167	4	21	1	0	0
groupIII	2056856	4	21	1	0	0
groupIII	2056884	4	21	1	0	0
groupIII	2056902	4	21	1	0	0
groupIII	2151062	4	21	1	0	0
groupIII	2151096	4	21	1	0	0
groupIII	2158646	4	21	1	0	0
groupIII	2158667	4	21	1	0	0
groupIII	2158680	4	21	1	0	0
groupIII	2158709	4	21	1	0	0
groupIII	2158648	4	21	1	0	0
groupIII	2158654	4	21	1	0	0
groupIII	2216108	4	21	1	0	0
groupIII	2216113	4	21	1	0	0
groupIII	2216136	4	21	1	0	0
groupIII	2216144	4	21	1	0	0
groupIII	2216165	4	21	1	0	0
groupIII	2216111	4	21	0.595238	0.428571	0.131764706
groupIII	2216116	4	21	1	0	0
groupIII	2233206	4	21	1	0	0
groupIII	2233219	4	21	1	0	0
groupIII	2233230	4	21	1	0	0
groupIII	2233236	4	21	1	0	0
groupIII	2233270	4	21	1	0	0
groupIII	2244553	4	21	1	0	0
groupIII	2244559	4	21	1	0	0
groupIII	2244560	4	21	1	0	0
groupIII	2244561	4	21	1	0	0
groupIII	2244565	4	21	1	0	0
groupIII	2244575	4	21	1	0	0
groupIII	2244585	4	21	1	0	0
groupIII	2244587	4	21	1	0	0
groupIII	2244595	4	21	1	0	0
groupIII	2244602	4	21	1	0	0
groupIII	2244613	4	21	1	0	0
groupIII	2244541	4	21	1	0	0
groupIII	2244561	4	21	1	0	0
groupIII	2244562	4	21	1	0	0
groupIII	2244567	4	21	1	0	0
groupIII	2244574	4	21	1	0	0
groupIII	2244577	4	21	1	0	0
groupIII	2244586	4	21	1	0	0
groupIII	2244587	4	21	1	0	0
groupIII	2244596	4	21	1	0	0
groupIII	2261375	4	21	1	0	0
groupIII	2261380	4	21	1	0	0
groupIII	2261421	4	21	1	0	0
groupIII	2261434	4	21	1	0	0
groupIII	2261367	4	21	0.928571	0.142857	-0.051282051
groupIII	2261368	4	21	0.928571	0.142857	-0.051282051
groupIII	2261412	4	21	0.928571	0.142857	-0.051282051
groupIII	2261435	4	21	0.952381	0.0952381	-0.025
groupIII	2267584	4	21	1	0	0
groupIII	2267613	4	21	1	0	0
groupIII	2267624	4	21	1	0	0
groupIII	2267592	4	21	1	0	0
groupIII	2267602	4	21	0.928571	0.142857	-0.051282051
groupIII	2267639	4	21	1	0	0
groupIII	2267640	4	21	1	0	0
groupIII	2267642	4	21	1	0	0
groupIII	2267645	4	21	1	0	0
groupIII	2289405	4	21	1	0	0
groupIII	2289408	4	21	1	0	0
groupIII	2289424	4	21	1	0	0
groupIII	2289426	4	21	1	0	0
groupIII	2289448	4	21	1	0	0
groupIII	2289385	4	21	1	0	0
groupIII	2289423	4	21	1	0	0
groupIII	2289443	4	21	1	0	0
groupIII	2289444	4	21	1	0	0
groupIII	2298305	4	21	1	0	0
groupIII	2298344	4	21	1	0	0
groupIII	2298382	4	21	1	0	0
groupIII	2298976	4	20	1	0	0
groupIII	2298984	4	20	1	0	0
groupIII	2298926	4	18	1	0	0
groupIII	2298932	4	18	1	0	0
groupIII	2298951	4	18	1	0	0
groupIII	2298959	4	18	1	0	0
groupIII	2298961	4	17	1	0	0
groupIII	2298998	4	18	1	0	0
groupIII	2299003	4	18	1	0	0
groupIII	2299004	4	18	1	0	0
groupIII	2404617	4	21	0.904762	0.190476	-0.078947368
groupIII	2404636	4	21	1	0	0
groupIII	2404638	4	21	1	0	0
groupIII	2404649	4	21	1	0	0
groupIII	2404652	4	21	1	0	0
groupIII	2404661	4	21	1	0	0
groupIII	2404665	4	21	1	0	0
